id,name,ingredient_type,core_ingredient_id,category,subcategory,is_core_raw,is_edible,review_status,usage_count,reason,edible,water,energy_kcal,energy_kj,protein,fat,cho,dietary_fiber,cholesterol,ash,vitamin_a,carotene,retinol,thiamin,riboflavin,niacin,vitamin_c,vitamin_e,ca,p,k,na,mg,fe,zn,se,cu,mn,nutrition_source,nutrition_match,quality,category_source,tcm_user,tcm_not_user,effects_json,suitable_groups_json,unsuitable_groups_json,aliases_json,parent_core_ids_json,child_core_ids_json
7015,配菜底,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配菜底""]",[],[]
7016,配菜随喜好,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量配菜随喜好""]",[],[]
7017,配菜黄瓜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""配菜黄瓜""]",[],[]
7018,酒,seasoning,,扩展食材,seasoning,0,1,verified,17,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒""]",[],[]
7019,酒瓶盖绍兴花雕酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒瓶盖绍兴花雕酒""]",[],[]
7020,酒糟,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量酒糟"",""酒糟""]",[],[]
7021,酒酿,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒酿""]",[],[]
7022,酒酿鸡蛋羹,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒酿鸡蛋羹""]",[],[]
7023,酒醩水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒醩水""]",[],[]
7024,酒鬼花生,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酒鬼花生""]",[],[]
7025,酥肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酥肉""]",[],[]
7026,酱,seasoning,,扩展食材,seasoning,0,1,verified,4,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量酱"",""酱""]",[],[]
7027,酱干,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱干""]",[],[]
7028,酱料,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱料""]",[],[]
7029,酱料调料,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱料调料""]",[],[]
7030,酱料部分,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱料部分""]",[],[]
7031,酱汁,seasoning,,扩展食材,seasoning,0,1,verified,11,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁""]",[],[]
7032,酱汁比例,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁比例""]",[],[]
7033,酱汁白糖,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁白糖""]",[],[]
7034,酱汁盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁盐""]",[],[]
7035,酱汁蚝油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁蚝油""]",[],[]
7036,酱汁调料,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁调料""]",[],[]
7037,酱汁酱油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁酱油""]",[],[]
7038,酱汁香油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汁香油""]",[],[]
7039,酱汤料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱汤料""]",[],[]
7040,酱油,seasoning,,扩展食材,seasoning,0,1,verified,1142,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量酱油"",""酱油""]",[],[]
7041,酱油/生抽,composite,,扩展食材,composite,0,1,review,2,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油/生抽""]",[],[]
7042,酱油/老抽,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油/老抽""]",[],[]
7043,酱油一半老抽,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油一半老抽""]",[],[]
7044,酱油一点点,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油一点点""]",[],[]
7045,酱油冰糖,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油冰糖""]",[],[]
7046,酱油大酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油大酱""]",[],[]
7047,酱油或生抽,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油或生抽""]",[],[]
7048,酱油或老抽,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油或老抽""]",[],[]
7049,酱油或蚝油,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油或蚝油""]",[],[]
7050,酱油料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油料酒""]",[],[]
7051,酱油料酒生抽,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油料酒生抽""]",[],[]
7052,酱油生抽都,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油生抽都""]",[],[]
7053,酱油盐胡椒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油盐胡椒""]",[],[]
7054,酱油耗油白糖盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油耗油白糖盐""]",[],[]
7055,酱油膏,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油膏""]",[],[]
7056,酱油蚝油,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油蚝油""]",[],[]
7057,酱油蚝油蜂蜜料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油蚝油蜂蜜料酒""]",[],[]
7058,酱油适合,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油适合""]",[],[]
7059,酱油醋糖盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱油醋糖盐""]",[],[]
7060,酱牛肉,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱牛肉""]",[],[]
7061,酱瓜,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱瓜""]",[],[]
7062,酱肉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱肉""]",[],[]
7063,酱豆腐,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱豆腐""]",[],[]
7064,酱辣子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱辣子""]",[],[]
7065,酱辣椒或酸辣椒,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酱辣椒或酸辣椒""]",[],[]
7066,酵母,seasoning,,扩展食材,seasoning,0,1,verified,26,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酵母""]",[],[]
7067,酵母粉,processed,,扩展食材,processed,0,1,verified,4,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酵母粉""]",[],[]
7068,酸包菜酸豆角,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸包菜酸豆角""]",[],[]
7069,酸奶,processed,,扩展食材,processed,0,1,verified,4,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸奶""]",[],[]
7070,酸奶蜂蜜酱汁,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸奶蜂蜜酱汁""]",[],[]
7071,酸姜,other_food,,扩展食材,other_food,0,1,review,3,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸姜""]",[],[]
7072,酸子姜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸子姜""]",[],[]
7073,酸料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸料""]",[],[]
7074,酸梅,other_food,,扩展食材,other_food,0,1,review,4,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸梅""]",[],[]
7075,酸梅酱,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸梅酱""]",[],[]
7076,酸汤肥牛酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸汤肥牛酱""]",[],[]
7077,酸汤酱,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸汤酱""]",[],[]
7078,酸甜酱,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸甜酱""]",[],[]
7079,酸白菜,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸白菜""]",[],[]
7080,酸笋,processed,,扩展食材,processed,0,1,verified,3,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸笋""]",[],[]
7081,酸芋禾,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸芋禾""]",[],[]
7082,酸菜,processed,,扩展食材,processed,0,1,verified,93,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸菜""]",[],[]
7083,酸菜鱼料包,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸菜鱼料包""]",[],[]
7084,酸萝卜,processed,,扩展食材,processed,0,1,verified,6,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸萝卜""]",[],[]
7085,酸萝卜老鸭汤炖料,processed,,扩展食材,processed,0,1,verified,1,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸萝卜老鸭汤炖料""]",[],[]
7086,酸藠头,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸藠头""]",[],[]
7087,酸豆角,processed,,扩展食材,processed,0,1,verified,18,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸豆角""]",[],[]
7088,酸豇豆,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸豇豆""]",[],[]
7089,酸辣椒,processed,,扩展食材,processed,0,1,verified,4,加工、半成品、乳制品或饮品,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸辣椒""]",[],[]
7090,酸酸甜甜搭配清清爽爽~黄瓜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸酸甜甜搭配清清爽爽~黄瓜""]",[],[]
7091,酸醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酸醋""]",[],[]
7092,酿肉馅料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""酿肉馅料""]",[],[]
7093,醋,seasoning,,扩展食材,seasoning,0,1,verified,545,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""少量醋"",""醋""]",[],[]
7094,醋=糖醋汁,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醋=糖醋汁""]",[],[]
7095,醋果子,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醋果子""]",[],[]
7096,醋糖,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醋糖""]",[],[]
7097,醪糟,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醪糟""]",[],[]
7098,醪糟/米酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醪糟/米酒""]",[],[]
7099,醪糟水,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醪糟水""]",[],[]
7100,醬油,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醬油""]",[],[]
7101,醯官苹果醋,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""醯官苹果醋""]",[],[]
7102,里脊丝,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊丝""]",[],[]
7103,里脊片,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊片""]",[],[]
7104,里脊肉丝,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊肉丝""]",[],[]
7105,里脊肉切丁肉末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊肉切丁肉末""]",[],[]
7106,里脊肉或鸡胸肉,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊肉或鸡胸肉""]",[],[]
7107,里脊肉末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊肉末""]",[],[]
7108,里脊肉片,other_food,,扩展食材,other_food,0,1,review,2,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""里脊肉片""]",[],[]
7109,重口味清新口气好搭档清新口气绿箭,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""重口味清新口气好搭档清新口气绿箭""]",[],[]
7110,重庆火锅底料,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""重庆火锅底料""]",[],[]
7111,重庆牛油火锅底料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""重庆牛油火锅底料""]",[],[]
7112,野山椒,generic,,扩展食材,generic,0,1,review,11,宽泛名称，保留原义而不猜测具体品种,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野山椒""]",[],[]
7113,野山葱,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野山葱""]",[],[]
7114,野生干蘑菇,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野生干蘑菇""]",[],[]
7115,野生椴树木耳,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野生椴树木耳""]",[],[]
7116,野生石竹笋,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野生石竹笋""]",[],[]
7117,野生蕨菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野生蕨菜""]",[],[]
7118,野生香菇粉,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野生香菇粉""]",[],[]
7119,野米,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野米""]",[],[]
7120,野芹菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野芹菜""]",[],[]
7121,野菜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""野菜""]",[],[]
7122,量,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量""]",[],[]
7123,量全蛋液,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量全蛋液""]",[],[]
7124,量凭喜好,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量凭喜好""]",[],[]
7125,量凭喜好但不要太少肉末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量凭喜好但不要太少肉末""]",[],[]
7126,量凭喜好但不要太少香菇,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量凭喜好但不要太少香菇""]",[],[]
7127,量凭喜好盐,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量凭喜好盐""]",[],[]
7128,量勺,non_food,,扩展食材,non_food,0,0,review,1,疑似工具、包装或操作说明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量勺""]",[],[]
7129,量勺食盐,non_food,,扩展食材,non_food,0,0,review,1,疑似工具、包装或操作说明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量勺食盐""]",[],[]
7130,量大蒜,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量大蒜""]",[],[]
7131,量大蒜末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量大蒜末""]",[],[]
7132,量姜末,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量姜末""]",[],[]
7133,量孜然粉,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量孜然粉""]",[],[]
7134,量或自己定五花肉沫,composite,,扩展食材,composite,0,1,review,1,疑似复合名称，组成未完全确认,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量或自己定五花肉沫""]",[],[]
7135,量料酒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量料酒""]",[],[]
7136,量杯大米,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量杯大米""]",[],[]
7137,量杯糯米,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量杯糯米""]",[],[]
7138,量步骤中生抽,non_food,,扩展食材,non_food,0,0,review,1,疑似工具、包装或操作说明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量步骤中生抽""]",[],[]
7139,量步骤中葱姜蒜,non_food,,扩展食材,non_food,0,0,review,1,疑似工具、包装或操作说明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量步骤中葱姜蒜""]",[],[]
7140,量油,seasoning,,扩展食材,seasoning,0,1,verified,3,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量油""]",[],[]
7141,量淀粉,seasoning,,扩展食材,seasoning,0,1,verified,2,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量淀粉""]",[],[]
7142,量炒新荷塘月色料,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量炒新荷塘月色料""]",[],[]
7143,量焙香孜然粒,other_food,,扩展食材,other_food,0,1,review,1,菜谱实际使用名称，待进一步规范,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量焙香孜然粒""]",[],[]
7144,量白胡椒,seasoning,,扩展食材,seasoning,0,1,verified,1,调味料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""量白胡椒""]",[],[]
